baseline,view,task_id,family,condition,gold_verdict,predicted_verdict,verdict_accuracy,evidence_precision,clean_support_recall,polluted_support_rate,role_reconstruction_accuracy,action_target_score,operational_epistemic_escape,supporting_evidence,selected_doc_ids,is_simple_heuristic
citation_graph_only,neutral_metadata_visible,uncued_013,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_013_d02,uncued_013_d03",0
claim_overlap_only,neutral_metadata_visible,uncued_013,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_013_d04,uncued_013_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_013,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_013,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_013_d01,0
always_insufficient,neutral_metadata_visible,uncued_013,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_013,packet_judgment,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_013_d04,"uncued_013_d04,uncued_013_d01,uncued_013_d03",1
id_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_014_d01,0
document_order_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,1.0,0.0,0.0,0.0,uncued_014_d01,uncued_014_d01,0
title_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_014_d01,0
source_type_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_014_d01,0
metadata_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_014_d04,0
timestamp_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_014_d02,0
citation_graph_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_014_d04,uncued_014_d01",0
claim_overlap_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_014_d03,uncued_014_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_014_d04,0
always_insufficient,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_014,packet_judgment,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_014_d03,"uncued_014_d03,uncued_014_d01,uncued_014_d04",1
id_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_015_d01,0
document_order_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,1.0,0.0,0.0,0.0,uncued_015_d01,uncued_015_d01,0
title_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_015_d01,0
source_type_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_015_d01,0
metadata_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_015_d04,0
timestamp_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_015_d02,0
citation_graph_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_015_d03,uncued_015_d01",0
claim_overlap_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_015_d04,uncued_015_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_015_d02,0
always_insufficient,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_015,packet_judgment,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_015_d04,"uncued_015_d04,uncued_015_d01,uncued_015_d03",1
id_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_016_d01,0
document_order_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uncued_016_d01,uncued_016_d01,0
title_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_016_d01,0
source_type_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_016_d01,0
metadata_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_016_d04,0
timestamp_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_016_d01,0
citation_graph_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_016_d02,uncued_016_d01",0
claim_overlap_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_016_d03,uncued_016_d04",0
cue_phrase_only,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_016_d03,0
always_insufficient,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_016,packet_judgment,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_016_d03,"uncued_016_d03,uncued_016_d04,uncued_016_d01",1
id_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_017_d01,0
document_order_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uncued_017_d02,uncued_017_d02,0
title_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_017_d02,0
source_type_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_017_d02,0
metadata_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_017_d04,0
timestamp_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_017_d02,0
citation_graph_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_017_d01,uncued_017_d02",0
claim_overlap_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_017_d04,uncued_017_d03",0
cue_phrase_only,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_017_d03,0
always_insufficient,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_017,evidence_selection,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_017_d04,"uncued_017_d04,uncued_017_d03,uncued_017_d02",1
id_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_018_d01,0
document_order_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,1.0,0.0,0.0,0.0,uncued_018_d01,uncued_018_d01,0
title_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_018_d01,0
source_type_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_018_d01,0
metadata_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_018_d04,0
timestamp_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_018_d03,0
citation_graph_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_018_d02,uncued_018_d01",0
claim_overlap_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_018_d04,uncued_018_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_018_d03,0
always_insufficient,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_018,evidence_selection,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_018_d04,"uncued_018_d04,uncued_018_d01,uncued_018_d03",1
id_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_019_d01,0
document_order_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,1.0,0.0,0.0,0.0,uncued_019_d01,uncued_019_d01,0
title_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_019_d01,0
source_type_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_019_d01,0
metadata_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_019_d04,0
timestamp_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_019_d03,0
citation_graph_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_019_d02,uncued_019_d01",0
claim_overlap_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_019_d04,uncued_019_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_019_d02,0
always_insufficient,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_019,evidence_selection,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_019_d04,"uncued_019_d04,uncued_019_d01,uncued_019_d03",1
id_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_020_d01,0
document_order_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uncued_020_d02,uncued_020_d02,0
title_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_020_d02,0
source_type_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_020_d02,0
metadata_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_020_d04,0
timestamp_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_020_d04,0
citation_graph_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_020_d02,uncued_020_d03",0
claim_overlap_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_020_d01,uncued_020_d03",0
cue_phrase_only,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_020_d03,0
always_insufficient,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_020,evidence_selection,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_020_d01,"uncued_020_d01,uncued_020_d03,uncued_020_d02",1
id_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_021_d01,0
document_order_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uncued_021_d03,uncued_021_d03,0
title_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_021_d03,0
source_type_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_021_d03,0
metadata_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_021_d04,0
timestamp_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_021_d02,0
citation_graph_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_021_d03,uncued_021_d02",0
claim_overlap_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_021_d04,uncued_021_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_021_d04,0
always_insufficient,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_021,evidence_selection,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.0,0.0,uncued_021_d04,"uncued_021_d04,uncued_021_d01,uncued_021_d03",1
id_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_022_d01,0
document_order_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uncued_022_d01,uncued_022_d01,0
title_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_022_d01,0
source_type_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_022_d01,0
metadata_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_022_d04,0
timestamp_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_022_d01,0
citation_graph_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_022_d02,uncued_022_d01",0
claim_overlap_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_022_d04,uncued_022_d03",0
cue_phrase_only,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_022_d02,0
always_insufficient,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_022,active_verification,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.5,0.0,uncued_022_d04,"uncued_022_d04,uncued_022_d03,uncued_022_d01",1
id_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_023_d01,0
document_order_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uncued_023_d03,uncued_023_d03,0
title_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_023_d03,0
source_type_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_023_d03,0
metadata_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_023_d04,0
timestamp_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_023_d03,0
citation_graph_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_023_d04,uncued_023_d03",0
claim_overlap_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"uncued_023_d02,uncued_023_d01",0
cue_phrase_only,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
random_valid_schema,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_023_d01,0
always_insufficient,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
simple_heuristic,neutral_metadata_visible,uncued_023,active_verification,conflicting_evidence,refuted,supported,0.0,1.0,1.0,0.0,0.0,0.5,0.0,uncued_023_d02,"uncued_023_d02,uncued_023_d01,uncued_023_d03",1
id_only,neutral_metadata_visible,uncued_024,packet_judgment,false_consensus,refuted,supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,uncued_024_d01,0
